data;fazenda;almoco;janta;cafe;lanche;vlrAlmoco;vlrJanta;vlrCafe;vlrLanche;total
26/06/2021;Santa Elisa;324;212;313;42;13,5;13,5;6,5;6,5;9543,5
26/06/2021;Silo;86;26;89;2;13,5;13,5;6,5;6,5;2103,5
27/06/2021;Santa Elisa;271;197;263;0;13,5;13,5;6,5;6,5;8027,5
27/06/2021;Silo;76;30;65;0;13,5;13,5;6,5;6,5;1853,5
28/06/2021;Santa Elisa;362;229;330;42;13,5;13,5;6,5;6,5;10396,5
28/06/2021;Silo;111;51;98;6;13,5;13,5;6,5;6,5;2863
29/06/2021;Santa Elisa;387;233;320;42;13,5;13,5;6,5;6,5;10723
29/06/2021;Silo;133;30;96;7;13,5;13,5;6,5;6,5;2870
30/06/2021;Santa Elisa;378;225;340;42;13,5;13,5;6,5;6,5;10623,5
30/06/2021;Silo;133;36;99;7;13,5;13,5;6,5;6,5;2970,5
01/07/2021;Santa Elisa;362;231;331;42;13,5;13,5;6,5;6,5;10430
01/07/2021;Silo;128;37;100;7;13,5;13,5;6,5;6,5;2923
02/07/2021;Santa Elisa;344;204;308;42;13,5;13,5;6,5;6,5;9673
02/07/2021;Silo;88;30;88;7;13,5;13,5;6,5;6,5;2210,5
03/07/2021;Santa Elisa;298;157;318;42;13,5;13,5;6,5;6,5;8482,5
03/07/2021;Silo;71;20;75;5;13,5;13,5;6,5;6,5;1748,5
04/07/2021;Santa Elisa;180;139;209;0;13,5;13,5;6,5;6,5;5665
04/07/2021;Silo;31;17;32;2;13,5;13,5;6,5;6,5;869
05/07/2021;Santa Elisa;341;161;293;42;13,5;13,5;6,5;6,5;8954,5
05/07/2021;Silo;81;19;67;7;13,5;13,5;6,5;6,5;1831
06/07/2021;Santa Elisa;335;198;309;42;13,5;13,5;6,5;6,5;9477
06/07/2021;Silo;79;28;68;7;13,5;13,5;6,5;6,5;1932
07/07/2021;Santa Elisa;381;257;295;42;13,5;13,5;6,5;6,5;10803,5
07/07/2021;Silo;78;25;71;4;13,5;13,5;6,5;6,5;1878
08/07/2021;Santa Elisa;371;245;317;42;13,5;13,5;6,5;6,5;10649,5
08/07/2021;Silo;68;19;65;5;13,5;13,5;6,5;6,5;1629,5
09/07/2021;Santa Elisa;362;245;343;42;13,5;13,5;6,5;6,5;10697
09/07/2021;Silo;63;24;55;7;13,5;13,5;6,5;6,5;1577,5
10/07/2021;Santa Elisa;321;193;288;42;13,5;13,5;6,5;6,5;9084
10/07/2021;Silo;46;18;64;7;13,5;13,5;6,5;6,5;1325,5
11/07/2021;Santa Elisa;255;201;234;0;13,5;13,5;6,5;6,5;7677
11/07/2021;Silo;50;19;41;3;13,5;13,5;6,5;6,5;1217,5
12/07/2021;Santa Elisa;329;219;314;42;13,5;13,5;6,5;6,5;9712
12/07/2021;Silo;52;18;70;5;13,5;13,5;6,5;6,5;1432,5
13/07/2021;Santa Elisa;339;224;319;42;13,5;13,5;6,5;6,5;9947
13/07/2021;Silo;58;15;63;6;13,5;13,5;6,5;6,5;1434
14/07/2021;Santa Elisa;339;221;315;42;13,5;13,5;6,5;6,5;9880,5
14/07/2021;Silo;65;25;62;7;13,5;13,5;6,5;6,5;1663,5
15/07/2021;Santa Elisa;369;243;321;42;13,5;13,5;6,5;6,5;10621,5
15/07/2021;Silo;62;21;61;6;13,5;13,5;6,5;6,5;1556
16/07/2021;Santa Elisa;337;232;339;42;13,5;13,5;6,5;6,5;10158
16/07/2021;Silo;55;21;51;4;13,5;13,5;6,5;6,5;1383,5
17/07/2021;Santa Elisa;305;209;318;42;13,5;13,5;6,5;6,5;9279
17/07/2021;Silo;36;13;48;6;13,5;13,5;6,5;6,5;1012,5
18/07/2021;Santa Elisa;214;189;218;0;13,5;13,5;6,5;6,5;6857,5
18/07/2021;Silo;19;11;14;3;13,5;13,5;6,5;6,5;515,5
19/07/2021;Santa Elisa;340;233;299;42;13,5;13,5;6,5;6,5;9952
19/07/2021;Silo;53;18;43;7;13,5;13,5;6,5;6,5;1283,5
20/07/2021;Santa Elisa;346;224;330;42;13,5;13,5;6,5;6,5;10113
20/07/2021;Silo;58;15;55;4;13,5;13,5;6,5;6,5;1369
21/07/2021;Santa Elisa;353;215;337;42;13,5;13,5;6,5;6,5;10131,5
21/07/2021;Silo;59;16;60;4;13,5;13,5;6,5;6,5;1428,5
22/07/2021;Santa Elisa;336;211;309;42;13,5;13,5;6,5;6,5;9666
22/07/2021;Silo;73;26;62;5;13,5;13,5;6,5;6,5;1772
23/07/2021;Santa Elisa;330;210;308;42;13,5;13,5;6,5;6,5;9565
23/07/2021;Silo;65;16;63;7;13,5;13,5;6,5;6,5;1548,5
24/07/2021;Santa Elisa;241;186;292;42;13,5;13,5;6,5;6,5;7935,5
24/07/2021;Silo;47;21;50;6;13,5;13,5;6,5;6,5;1282
25/07/2021;Santa Elisa;247;206;246;0;13,5;13,5;6,5;6,5;7714,5
25/07/2021;Silo;27;16;28;2;13,5;13,5;6,5;6,5;775,5
26/07/2021;Santa Elisa;316;218;305;42;13,5;13,5;6,5;6,5;9464,5
26/07/2021;Silo;74;19;64;6;13,5;13,5;6,5;6,5;1710,5
27/07/2021;Santa Elisa;350;217;326;42;13,5;13,5;6,5;6,5;10046,5
27/07/2021;Silo;58;18;59;6;13,5;13,5;6,5;6,5;1448,5
28/07/2021;Santa Elisa;372;220;307;42;13,5;13,5;6,5;6,5;10260,5
28/07/2021;Silo;74;27;61;6;13,5;13,5;6,5;6,5;1799
29/07/2021;Santa Elisa;350;226;324;42;13,5;13,5;6,5;6,5;10155
29/07/2021;Silo;70;20;63;6;13,5;13,5;6,5;6,5;1663,5
30/07/2021;Santa Elisa;361;221;315;42;13,5;13,5;6,5;6,5;10177,5
30/07/2021;Silo;89;20;59;6;13,5;13,5;6,5;6,5;1894
31/07/2021;Santa Elisa;281;167;295;42;13,5;13,5;6,5;6,5;8238,5
31/07/2021;Silo;44;20;40;3;13,5;13,5;6,5;6,5;1143,5
01/08/2021;Santa Elisa;233;165;216;0;13,5;13,5;6,5;6,5;6777
01/08/2021;Silo;26;18;22;3;13,5;13,5;6,5;6,5;756,5
02/08/2021;Santa Elisa;315;167;276;42;13,5;13,5;6,5;6,5;8574
02/08/2021;Silo;57;18;54;5;13,5;13,5;6,5;6,5;1396
03/08/2021;Santa Elisa;359;187;278;27;13,5;13,5;6,5;6,5;9353,5
03/08/2021;Silo;62;26;44;4;13,5;13,5;6,5;6,5;1500
04/08/2021;Santa Elisa;335;197;274;27;13,5;13,5;6,5;6,5;9138,5
04/08/2021;Silo;79;32;55;7;13,5;13,5;6,5;6,5;1901,5
05/08/2021;Santa Elisa;311;193;252;27;13,5;13,5;6,5;6,5;8617,5
05/08/2021;Silo;86;28;64;6;13,5;13,5;6,5;6,5;1994
06/08/2021;Santa Elisa;318;184;243;27;13,5;13,5;6,5;6,5;8532
06/08/2021;Silo;74;18;70;6;13,5;13,5;6,5;6,5;1736
07/08/2021;Santa Elisa;241;142;231;27;13,5;13,5;6,5;6,5;6847,5
07/08/2021;Silo;52;21;47;6;13,5;13,5;6,5;6,5;1330
08/08/2021;Santa Elisa;152;140;170;0;13,5;13,5;6,5;6,5;5047
08/08/2021;Silo;40;14;42;6;13,5;13,5;6,5;6,5;1041
09/08/2021;Santa Elisa;264;172;234;27;13,5;13,5;6,5;6,5;7582,5
09/08/2021;Silo;51;16;59;7;13,5;13,5;6,5;6,5;1333,5
10/08/2021;Santa Elisa;285;186;234;27;13,5;13,5;6,5;6,5;8055
10/08/2021;Silo;58;26;58;5;13,5;13,5;6,5;6,5;1543,5
11/08/2021;Santa Elisa;308;179;271;27;13,5;13,5;6,5;6,5;8511,5
11/08/2021;Silo;68;16;66;5;13,5;13,5;6,5;6,5;1595,5
12/08/2021;Santa Elisa;322;189;262;27;13,5;13,5;6,5;6,5;8777
12/08/2021;Silo;57;16;59;6;13,5;13,5;6,5;6,5;1408
13/08/2021;Santa Elisa;313;188;284;27;13,5;13,5;6,5;6,5;8785
13/08/2021;Silo;50;9;61;5;13,5;13,5;6,5;6,5;1225,5
14/08/2021;Santa Elisa;277;173;289;27;13,5;13,5;6,5;6,5;8129
14/08/2021;Silo;41;11;48;4;13,5;13,5;6,5;6,5;1040
15/08/2021;Santa Elisa;184;196;199;0;13,5;13,5;6,5;6,5;6423,5
15/08/2021;Silo;35;20;27;4;13,5;13,5;6,5;6,5;944
16/08/2021;Santa Elisa;284;183;278;27;13,5;13,5;6,5;6,5;8287
16/08/2021;Silo;76;25;69;4;13,5;13,5;6,5;6,5;1838
17/08/2021;Santa Elisa;285;191;248;27;13,5;13,5;6,5;6,5;8213,5
17/08/2021;Silo;72;16;81;5;13,5;13,5;6,5;6,5;1747
18/08/2021;Santa Elisa;341;201;269;27;13,5;13,5;6,5;6,5;9241
18/08/2021;Silo;79;18;75;5;13,5;13,5;6,5;6,5;1829,5
19/08/2021;Santa Elisa;331;177;273;27;13,5;13,5;6,5;6,5;8808
19/08/2021;Silo;70;14;76;5;13,5;13,5;6,5;6,5;1660,5
20/08/2021;Santa Elisa;320;183;270;24;13,5;13,5;6,5;6,5;8701,5
20/08/2021;Silo;56;19;68;7;13,5;13,5;6,5;6,5;1500
21/08/2021;Santa Elisa;259;172;259;27;13,5;13,5;6,5;6,5;7677,5
21/08/2021;Silo;45;17;48;6;13,5;13,5;6,5;6,5;1188
22/08/2021;Santa Elisa;209;172;219;0;13,5;13,5;6,5;6,5;6567
22/08/2021;Silo;44;22;35;5;13,5;13,5;6,5;6,5;1151
23/08/2021;Santa Elisa;282;185;288;27;13,5;13,5;6,5;6,5;8352
23/08/2021;Silo;68;17;65;6;13,5;13,5;6,5;6,5;1609
24/08/2021;Santa Elisa;296;187;279;27;13,5;13,5;6,5;6,5;8509,5
24/08/2021;Silo;73;10;71;5;13,5;13,5;6,5;6,5;1614,5
25/08/2021;Santa Elisa;313;181;283;27;13,5;13,5;6,5;6,5;8684
25/08/2021;Silo;77;16;72;5;13,5;13,5;6,5;6,5;1756
26/08/2021;Santa Elisa;290;179;275;33;13,5;13,5;6,5;6,5;8333,5
26/08/2021;Silo;89;12;75;6;13,5;13,5;6,5;6,5;1890
27/08/2021;Santa Elisa;276;166;275;33;13,5;13,5;6,5;6,5;7969
27/08/2021;Silo;92;19;91;7;13,5;13,5;6,5;6,5;2135,5
28/08/2021;Santa Elisa;241;143;258;33;13,5;13,5;6,5;6,5;7075,5
28/08/2021;Silo;48;20;68;6;13,5;13,5;6,5;6,5;1399
29/08/2021;Santa Elisa;146;137;196;0;13,5;13,5;6,5;6,5;5094,5
29/08/2021;Silo;26;15;46;6;13,5;13,5;6,5;6,5;891,5
30/08/2021;Santa Elisa;248;146;243;33;13,5;13,5;6,5;6,5;7113
30/08/2021;Silo;75;21;67;6;13,5;13,5;6,5;6,5;1770,5
31/08/2021;Santa Elisa;241;153;253;33;13,5;13,5;6,5;6,5;7178
31/08/2021;Silo;54;13;63;5;13,5;13,5;6,5;6,5;1346,5
01/09/2021;Santa Elisa;254;155;242;33;14,2;14,2;6,8;6,8;7677,8
01/09/2021;Silo;52;9;55;5;14,2;14,2;6,8;6,8;1274,2
02/09/2021;Santa Elisa;250;148;243;33;14,2;14,2;6,8;6,8;7528,4
02/09/2021;Silo;54;12;61;0;14,2;14,2;6,8;6,8;1352
03/09/2021;Santa Elisa;252;156;240;33;14,2;14,2;6,8;6,8;7650
03/09/2021;Silo;50;11;51;2;14,2;14,2;6,8;6,8;1226,6
04/09/2021;Santa Elisa;195;134;247;33;14,2;14,2;6,8;6,8;6575,8
04/09/2021;Silo;28;10;37;2;14,2;14,2;6,8;6,8;804,8
05/09/2021;Santa Elisa;147;134;169;0;14,2;14,2;6,8;6,8;5139,4
05/09/2021;Silo;21;11;20;2;14,2;14,2;6,8;6,8;604
06/09/2021;Santa Elisa;205;122;221;33;14,2;14,2;6,8;6,8;6370,6
06/09/2021;Silo;51;11;47;2;14,2;14,2;6,8;6,8;1213,6
07/09/2021;Santa Elisa;162;106;212;32;14,2;14,2;6,8;6,8;5464,8
07/09/2021;Silo;23;12;35;3;14,2;14,2;6,8;6,8;755,4
08/09/2021;Santa Elisa;236;129;209;32;14,2;14,2;6,8;6,8;6821,8
08/09/2021;Silo;53;10;48;3;14,2;14,2;6,8;6,8;1241,4
09/09/2021;Santa Elisa;237;138;211;32;14,2;14,2;6,8;6,8;6977,4
09/09/2021;Silo;64;10;51;3;14,2;14,2;6,8;6,8;1418
10/09/2021;Santa Elisa;222;151;218;32;14,2;14,2;6,8;6,8;6996,6
10/09/2021;Silo;52;11;64;3;14,2;14,2;6,8;6,8;1350,2
11/09/2021;Santa Elisa;210;115;205;32;14,2;14,2;6,8;6,8;6226,6
11/09/2021;Silo;34;11;49;3;14,2;14,2;6,8;6,8;992,6
12/09/2021;Santa Elisa;136;115;149;8;14,2;14,2;6,8;6,8;4631,8
12/09/2021;Silo;12;8;25;3;14,2;14,2;6,8;6,8;474,4
13/09/2021;Santa Elisa;237;128;193;32;14,2;14,2;6,8;6,8;6713
13/09/2021;Silo;47;8;43;3;14,2;14,2;6,8;6,8;1093,8
14/09/2021;Santa Elisa;219;129;201;32;14,2;14,2;6,8;6,8;6526
14/09/2021;Silo;46;9;50;3;14,2;14,2;6,8;6,8;1141,4
15/09/2021;Santa Elisa;246;140;220;32;14,2;14,2;6,8;6,8;7194,8
15/09/2021;Silo;47;10;47;2;14,2;14,2;6,8;6,8;1142,6
16/09/2021;Santa Elisa;268;164;221;32;14,2;14,2;6,8;6,8;7854,8
16/09/2021;Silo;62;13;53;3;14,2;14,2;6,8;6,8;1445,8
17/09/2021;Santa Elisa;233;130;219;34;14,2;14,2;6,8;6,8;6875
17/09/2021;Silo;58;14;64;3;14,2;14,2;6,8;6,8;1478
18/09/2021;Santa Elisa;212;113;198;30;14,2;14,2;6,8;6,8;6165,4
18/09/2021;Silo;43;12;59;3;14,2;14,2;6,8;6,8;1202,6
19/09/2021;Santa Elisa;126;108;156;8;14,2;14,2;6,8;6,8;4438
19/09/2021;Silo;15;7;23;2;14,2;14,2;6,8;6,8;482,4
20/09/2021;Santa Elisa;219;130;189;32;14,2;14,2;6,8;6,8;6458,6
20/09/2021;Silo;53;13;65;2;14,2;14,2;6,8;6,8;1392,8
21/09/2021;Santa Elisa;230;133;213;32;14,2;14,2;6,8;6,8;6820,6
21/09/2021;Silo;50;13;57;2;14,2;14,2;6,8;6,8;1295,8
22/09/2021;Santa Elisa;289;142;221;32;14,2;14,2;6,8;6,8;7840,6
22/09/2021;Silo;47;14;51;2;14,2;14,2;6,8;6,8;1226,6
23/09/2021;Santa Elisa;278;145;220;32;14,2;14,2;6,8;6,8;7720,2
23/09/2021;Silo;43;12;49;2;14,2;14,2;6,8;6,8;1127,8
24/09/2021;Santa Elisa;240;148;211;32;14,2;14,2;6,8;6,8;7162
24/09/2021;Silo;46;12;49;2;14,2;14,2;6,8;6,8;1170,4
25/09/2021;Santa Elisa;216;134;208;32;14,2;14,2;6,8;6,8;6602
25/09/2021;Silo;27;13;43;2;14,2;14,2;6,8;6,8;874
26/09/2021;Santa Elisa;140;145;179;4;14,2;14,2;6,8;6,8;5291,4
26/09/2021;Silo;10;7;32;2;14,2;14,2;6,8;6,8;472,6
27/09/2021;Santa Elisa;247;142;214;32;14,2;14,2;6,8;6,8;7196,6
27/09/2021;Silo;38;9;44;2;14,2;14,2;6,8;6,8;980,2
28/09/2021;Santa Elisa;265;147;217;26;14,2;14,2;6,8;6,8;7502,8
28/09/2021;Silo;37;9;45;2;14,2;14,2;6,8;6,8;972,8
29/09/2021;Santa Elisa;287;142;219;26;14,2;14,2;6,8;6,8;7757,8
29/09/2021;Silo;40;11;40;2;14,2;14,2;6,8;6,8;1009,8
30/09/2021;Santa Elisa;320;156;219;26;14,2;14,2;6,8;6,8;8425,2
30/09/2021;Silo;41;8;39;2;14,2;14,2;6,8;6,8;974,6
01/10/2021;Santa Elisa;283;135;232;24;14,2;14,2;6,8;6,8;7676,4
01/10/2021;Silo;37;6;40;2;14,2;14,2;6,8;6,8;896,2
02/10/2021;Santa Elisa;214;99;202;24;14,2;14,2;6,8;6,8;5981,4
02/10/2021;Silo;16;6;34;2;14,2;14,2;6,8;6,8;557,2
03/10/2021;Santa Elisa;142;103;124;8;14,2;14,2;6,8;6,8;4376,6
03/10/2021;Silo;7;6;12;2;14,2;14,2;6,8;6,8;279,8
04/10/2021;Santa Elisa;236;113;169;26;14,2;14,2;6,8;6,8;6281,8
04/10/2021;Silo;36;8;41;2;14,2;14,2;6,8;6,8;917,2
05/10/2021;Santa Elisa;247;127;189;24;14,2;14,2;6,8;6,8;6759,2
05/10/2021;Silo;36;7;36;2;14,2;14,2;6,8;6,8;869
06/10/2021;Santa Elisa;259;137;213;24;14,2;14,2;6,8;6,8;7234,8
06/10/2021;Silo;34;8;41;2;14,2;14,2;6,8;6,8;888,8
07/10/2021;Santa Elisa;262;143;219;24;14,2;14,2;6,8;6,8;7403,4
07/10/2021;Silo;32;9;36;2;14,2;14,2;6,8;6,8;840,6
08/10/2021;Santa Elisa;249;149;216;24;14,2;14,2;6,8;6,8;7283,6
08/10/2021;Silo;36;7;40;2;14,2;14,2;6,8;6,8;896,2
09/10/2021;Santa Elisa;233;132;223;24;14,2;14,2;6,8;6,8;6862,6
09/10/2021;Silo;16;7;34;2;14,2;14,2;6,8;6,8;571,4
10/10/2021;Santa Elisa;174;113;186;0;14,2;14,2;6,8;6,8;5340,2
10/10/2021;Silo;10;7;10;2;14,2;14,2;6,8;6,8;323
11/10/2021;Santa Elisa;253;146;216;24;14,2;14,2;6,8;6,8;7297,8
11/10/2021;Silo;37;8;33;2;14,2;14,2;6,8;6,8;877
12/10/2021;Santa Elisa;230;141;213;32;14,2;14,2;6,8;6,8;6934,2
12/10/2021;Silo;10;7;15;2;14,2;14,2;6,8;6,8;357
13/10/2021;Santa Elisa;250;141;226;32;14,2;14,2;6,8;6,8;7306,6
13/10/2021;Silo;35;8;33;2;14,2;14,2;6,8;6,8;848,6
14/10/2021;Santa Elisa;227;143;213;32;14,2;14,2;6,8;6,8;6920
14/10/2021;Silo;26;8;30;2;14,2;14,2;6,8;6,8;700,4
15/10/2021;Santa Elisa;237;115;213;28;14,2;14,2;6,8;6,8;6637,2
15/10/2021;Silo;46;8;35;2;14,2;14,2;6,8;6,8;1018,4
16/10/2021;Santa Elisa;204;118;217;28;14,2;14,2;6,8;6,8;6238,4
16/10/2021;Silo;16;8;29;2;14,2;14,2;6,8;6,8;551,6
17/10/2021;Santa Elisa;164;131;187;0;14,2;14,2;6,8;6,8;5460,6
17/10/2021;Silo;7;8;10;2;14,2;14,2;6,8;6,8;294,6
18/10/2021;Santa Elisa;240;143;237;28;14,2;14,2;6,8;6,8;7240,6
18/10/2021;Silo;33;9;38;2;14,2;14,2;6,8;6,8;868,4
19/10/2021;Santa Elisa;255;141;228;28;14,2;14,2;6,8;6,8;7364
19/10/2021;Silo;29;10;37;2;14,2;14,2;6,8;6,8;819
20/10/2021;Santa Elisa;240;143;230;24;14,2;14,2;6,8;6,8;7165,8
20/10/2021;Silo;31;12;38;2;14,2;14,2;6,8;6,8;882,6
21/10/2021;Santa Elisa;268;171;237;28;14,2;14,2;6,8;6,8;8035,8
21/10/2021;Silo;30;12;39;2;14,2;14,2;6,8;6,8;875,2
22/10/2021;Santa Elisa;257;138;223;28;14,2;14,2;6,8;6,8;7315,8
22/10/2021;Silo;36;12;39;2;14,2;14,2;6,8;6,8;960,4
23/10/2021;Santa Elisa;196;122;222;28;14,2;14,2;6,8;6,8;6215,6
23/10/2021;Silo;17;9;37;2;14,2;14,2;6,8;6,8;634,4
24/10/2021;Santa Elisa;142;123;166;0;14,2;14,2;6,8;6,8;4891,8
24/10/2021;Silo;12;10;13;2;14,2;14,2;6,8;6,8;414,4
25/10/2021;Santa Elisa;232;128;207;28;14,2;14,2;6,8;6,8;6710
25/10/2021;Silo;37;11;37;2;14,2;14,2;6,8;6,8;946,8
26/10/2021;Santa Elisa;240;144;216;28;14,2;14,2;6,8;6,8;7112
26/10/2021;Silo;38;10;37;2;14,2;14,2;6,8;6,8;946,8
27/10/2021;Santa Elisa;228;140;223;26;14,2;14,2;6,8;6,8;6918,8
27/10/2021;Silo;34;10;40;2;14,2;14,2;6,8;6,8;910,4
28/10/2021;Santa Elisa;239;131;231;26;14,2;14,2;6,8;6,8;7001,6
28/10/2021;Silo;25;10;39;2;14,2;14,2;6,8;6,8;775,8
29/10/2021;Santa Elisa;247;136;223;26;14,2;14,2;6,8;6,8;7131,8
29/10/2021;Silo;36;9;37;2;14,2;14,2;6,8;6,8;904,2
30/10/2021;Santa Elisa;185;104;216;26;14,2;14,2;6,8;6,8;5749,4
30/10/2021;Silo;15;9;30;2;14,2;14,2;6,8;6,8;558,4
31/10/2021;Santa Elisa;125;106;154;0;14,2;14,2;6,8;6,8;4327,4
31/10/2021;Silo;7;7;12;2;14,2;14,2;6,8;6,8;294
01/11/2021;Santa Elisa;218;125;209;26;14,2;14,2;6,8;6,8;6468,6
01/11/2021;Silo;30;9;30;2;14,2;14,2;6,8;6,8;771,4
02/11/2021;Santa Elisa;208;122;216;10;14,2;14,2;6,8;6,8;6222,8
02/11/2021;Silo;28;11;17;2;14,2;14,2;6,8;6,8;683
03/11/2021;Santa Elisa;230;125;206;10;14,2;14,2;6,8;6,8;6509,8
03/11/2021;Silo;48;11;47;2;14,2;14,2;6,8;6,8;1171
04/11/2021;Santa Elisa;241;114;210;10;14,2;14,2;6,8;6,8;6537
04/11/2021;Silo;47;12;48;2;14,2;14,2;6,8;6,8;1177,8
05/11/2021;Santa Elisa;224;110;209;10;14,2;14,2;6,8;6,8;6232
05/11/2021;Silo;51;15;47;2;14,2;14,2;6,8;6,8;1270,4
06/11/2021;Santa Elisa;162;72;203;10;14,2;14,2;6,8;6,8;4771,2
06/11/2021;Silo;41;19;42;2;14,2;14,2;6,8;6,8;1151,2
07/11/2021;Santa Elisa;105;85;129;0;14,2;14,2;6,8;6,8;3575,2
07/11/2021;Silo;26;18;39;2;14,2;14,2;6,8;6,8;903,6
08/11/2021;Santa Elisa;181;97;175;10;14,2;14,2;6,8;6,8;5205,6
08/11/2021;Silo;50;24;60;2;14,2;14,2;6,8;6,8;1472,4
09/11/2021;Santa Elisa;210;90;186;10;14,2;14,2;6,8;6,8;5592,8
09/11/2021;Silo;56;24;60;3;14,2;14,2;6,8;6,8;1564,4
10/11/2021;Santa Elisa;194;90;197;10;14,2;14,2;6,8;6,8;5440,4
10/11/2021;Silo;55;23;63;3;14,2;14,2;6,8;6,8;1556,4
11/11/2021;Santa Elisa;106;78;193;10;14,2;14,2;6,8;6,8;3993,2
11/11/2021;Silo;16;17;61;3;14,2;14,2;6,8;6,8;903,8
12/11/2021;Santa Elisa;189;85;178;10;14,2;14,2;6,8;6,8;5169,2
12/11/2021;Silo;53;21;61;2;14,2;14,2;6,8;6,8;1479,2
13/11/2021;Santa Elisa;155;62;194;10;14,2;14,2;6,8;6,8;4468,6
13/11/2021;Silo;43;22;57;2;14,2;14,2;6,8;6,8;1324,2
14/11/2021;Santa Elisa;84;69;115;0;14,2;14,2;6,8;6,8;2954,6
14/11/2021;Silo;26;20;42;2;14,2;14,2;6,8;6,8;952,4
15/11/2021;Santa Elisa;144;89;157;10;14,2;14,2;6,8;6,8;4444,2
15/11/2021;Silo;52;24;42;2;14,2;14,2;6,8;6,8;1378,4
16/11/2021;Santa Elisa;157;117;191;10;14,2;14,2;6,8;6,8;5257,6
16/11/2021;Silo;68;23;58;2;14,2;14,2;6,8;6,8;1700,2
17/11/2021;Santa Elisa;179;122;203;22;14,2;14,2;6,8;6,8;5804,2
17/11/2021;Silo;57;23;55;2;14,2;14,2;6,8;6,8;1523,6
18/11/2021;Santa Elisa;173;126;199;22;14,2;14,2;6,8;6,8;5748,6
18/11/2021;Silo;57;23;58;2;14,2;14,2;6,8;6,8;1544
19/11/2021;Santa Elisa;178;114;191;22;14,2;14,2;6,8;6,8;5594,8
19/11/2021;Silo;49;19;58;2;14,2;14,2;6,8;6,8;1373,6
20/11/2021;Santa Elisa;150;82;186;22;14,2;14,2;6,8;6,8;4708,8
20/11/2021;Silo;29;19;50;2;14,2;14,2;6,8;6,8;1035,2
21/11/2021;Santa Elisa;90;94;114;12;14,2;14,2;6,8;6,8;3469,6
21/11/2021;Silo;34;16;38;2;14,2;14,2;6,8;6,8;982
22/11/2021;Santa Elisa;179;126;183;22;14,2;14,2;6,8;6,8;5725
22/11/2021;Silo;40;10;52;2;14,2;14,2;6,8;6,8;1077,2
23/11/2021;Santa Elisa;194;154;187;24;14,2;14,2;6,8;6,8;6376,4
23/11/2021;Silo;41;10;46;2;14,2;14,2;6,8;6,8;1050,6
24/11/2021;Santa Elisa;183;130;201;44;14,2;14,2;6,8;6,8;6110,6
24/11/2021;Silo;45;9;47;2;14,2;14,2;6,8;6,8;1100
25/11/2021;Santa Elisa;181;145;192;49;14,2;14,2;6,8;6,8;6268
25/11/2021;Silo;44;10;48;2;14,2;14,2;6,8;6,8;1106,8
26/11/2021;Santa Elisa;170;145;193;49;14,2;14,2;6,8;6,8;6118,6
26/11/2021;Silo;37;10;46;2;14,2;14,2;6,8;6,8;993,8
27/11/2021;Santa Elisa;156;89;195;51;14,2;14,2;6,8;6,8;5151,8
27/11/2021;Silo;19;10;36;2;14,2;14,2;6,8;6,8;670,2
28/11/2021;Santa Elisa;104;112;113;37;14,2;14,2;6,8;6,8;4087,2
28/11/2021;Silo;9;7;22;2;14,2;14,2;6,8;6,8;390,4
29/11/2021;Santa Elisa;169;147;187;51;14,2;14,2;6,8;6,8;6105,6
29/11/2021;Silo;41;10;41;2;14,2;14,2;6,8;6,8;1016,6
30/11/2021;Santa Elisa;190;153;200;22;14,2;14,2;6,8;6,8;6380,2
30/11/2021;Silo;39;8;44;2;14,2;14,2;6,8;6,8;980,2
01/12/2021;Santa Elisa;201;139;217;22;14,2;14,2;6,8;6,8;6453,2
01/12/2021;Silo;31;8;40;3;14,2;14,2;6,8;6,8;846,2
02/12/2021;Santa Elisa;216;142;217;22;14,2;14,2;6,8;6,8;6708,8
02/12/2021;Silo;39;12;36;3;14,2;14,2;6,8;6,8;989,4
03/12/2021;Santa Elisa;208;140;218;22;14,2;14,2;6,8;6,8;6573,6
03/12/2021;Silo;38;14;37;3;14,2;14,2;6,8;6,8;1010,4
04/12/2021;Santa Elisa;161;99;209;22;14,2;14,2;6,8;6,8;5262,8
04/12/2021;Silo;19;15;35;0;14,2;14,2;6,8;6,8;720,8
05/12/2021;Santa Elisa;93;90;131;8;14,2;14,2;6,8;6,8;3543,8
05/12/2021;Silo;11;12;12;3;14,2;14,2;6,8;6,8;428,6
06/12/2021;Santa Elisa;178;130;204;18;14,2;14,2;6,8;6,8;5883,2
06/12/2021;Silo;31;17;40;7;14,2;14,2;6,8;6,8;1001,2
07/12/2021;Santa Elisa;194;132;203;18;14,2;14,2;6,8;6,8;6132
07/12/2021;Silo;50;17;45;3;14,2;14,2;6,8;6,8;1277,8
08/12/2021;Santa Elisa;178;124;204;21;14,2;14,2;6,8;6,8;5818,4
08/12/2021;Silo;48;17;44;3;14,2;14,2;6,8;6,8;1242,6
09/12/2021;Santa Elisa;187;128;205;21;14,2;14,2;6,8;6,8;6009,8
09/12/2021;Silo;61;13;47;3;14,2;14,2;6,8;6,8;1390,8
10/12/2021;Santa Elisa;183;134;203;21;14,2;14,2;6,8;6,8;6024,6
10/12/2021;Silo;43;12;47;2;14,2;14,2;6,8;6,8;1114,2
11/12/2021;Santa Elisa;140;78;205;21;14,2;14,2;6,8;6,8;4632,4
11/12/2021;Silo;13;12;39;2;14,2;14,2;6,8;6,8;633,8
